reviewContent,sentiment,corpus
ok mantuuuuul😁,positif,oke mantul
barang cepat sampai mulus nominus,positif,barang cepat mulus nominus
"barang sudah sampe sesuai pesanan,agak lama sih. cm yg pntg kurir nya selamat sampe k tempat saya. inputan nya sih next agar lebih pro aktif dalam info terhadap konsumen,supaya konsumen tidak menerka2 dalam perjalanan.",positif,barang sesuai pesananagak sih pntg kurir nya selamat k inputan nya sih next pro aktif info hadap konsumensupaya konsumen menerka2 jalan
sengaja saya kasih bintang 5 biar ga ada korban kayak saya lagi!!!!!!!!!!woiiiiiii balikin duit saya...saya betul2 kecewa dg seller produk ini..sdh pengirimanny lama barang yang dikirim pun rusak..tdak terbaca d komputer n laptop.kalo jualan jgn nipu gini dong njing😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠,positif,sengaja kasih bintang 5 biar korban kayak lagiwoi duit sayasaya kecewa seller produk inisdh pengirimanny barang kirim rusaktdak baca komputer laptopkalo jual tipu njing
"mantul, pengiriman lancar tak ada lecet dus, dpt promo lagi",positif,mantap kirim lancar lecet dus promo
mendarat dengan selamat barang original mantap deh.,positif,darat selamat barang original mantap deh
Berfungsi dengan baik,positif,fungsi
barang di kirim dgn cepat...Di bungkus rapi dan aman...dan ada note pembalian via email...keren dah,positif,barang kirim cepatdi bungkus rapi amandan note balian via emailkeren
bagus barangnya lain kali mesan...,positif,bagus barang kali mesan
barang mantapppp.,positif,barang mantap
Top seller n' recommeded seller. Thanks,positif,top seller recommeded seller terima kasih
Barang cepat sampai... Sesuai pesanan dan sdh di stel dn dipakai mantulll. Top lazada thanks,positif,barang cepat sesuai pesan stel pakai mantul top lazada terima kasih
"Produk yang datang sesuai dengan yang digambar, pengemasan produk rapi, dan pengiriman nya pun cepat",positif,produk sesuai gambar emas produk rapi kirim nya cepat
SD card berfungsi dengan baik,positif,sekolah dasar card fungsi
top markotop 👌,positif,top markotop
sesuai deskripsi dan kwalitasnya bagus,positif,sesuai deskripsi kualitas bagus
"Dr seller cpt ngirimnya,tp dr jasa kirimnya yg lama bngt.harusnya tgl 6 sampai tp tgl 11 br sampai",positif,seller cepat ngirimnyatp jasa kirim bngtharusnya tanggal 6 tanggal 11
Barang telah ka i terima dengan baik akan  tetapi jasa pengirima  masih agak lambat,positif,barang kakak i terima jasa pengirima lambat
"nice sesuai pesanan dan deskripsi udah di tes selama 2hari dan masih lancar jaya, semoga awet kedepannya, aamiin....sukses terus lazada",positif,nice sesuai pesan deskripsi tes 2hari lancar jaya moga awet aamiinsukses lazada
"sesuai deskripsi, pengiriman agak lama",positif,sesuai deskripsi kirim
"mantap pengiriman cepat rekomen bgt, semoga tv nya awet",positif,mantap kirim cepat rekomen banget moga televisi nya awet
"penjual ramah, pengiriman lumayan cepat, barang diterima dengan kondisi baik, selamat, sentosa. hehe.. berfungsi dengan baik. Terima kasih.. recomended seller!!",positif,jual ramah kirim lumayan cepat barang terima kondisi selamat sentosa hehe fungsi terima kasih recomended seller
Barangnnya sangat bagus original dan dapat bonus untuk pengamanan usb dalam produknnya. Selama 2 minggu dipakai sangat oke! Rekomendasi,positif,barangnnya bagus original bonus aman usb produknnya 2 minggu pakai oke rekomendasi
👍👍👍👍👍 (jempolnya sesuai dengan bintang),positif,jempol sesuai bintang
Sesuai gambar barang bagus,positif,sesuai gambar barang bagus
"Barang sesuai gambar dan dicoba bagus,paking rapih dan kuat dan dapat kartu VIP,sampai sesuai jadawal.thanks",positif,barang sesuai gambar coba baguspaking rapi kuat kartu vipsampai sesuai jadawalthanks
Produk bagus.tapi saya mau tanya..apakah di toko ini jual anti gores nya atw tempered glass nya..buatt tablet sama dompet tablet nya.terima kasih,positif,produk bagustapi tanyaapakah toko jual anti gores nya tempered glass nyabuatt tablet dompet tablet nyaterima kasih
"laptopnya bagus, sesuai dengan harganya",positif,laptop bagus sesuai harga
"terimakasih lazada barang sudah sampai,berfungsi dgn baik pula,mudah mudahan awet🙏",positif,terima kasih lazada barang sampaiberfungsi pulamudah mudah awet
oke mantap barang sesuai dan bisa digunakan .. maju trus,positif,oke mantap barang sesuai maju
Kapan geratis :),positif,gerat
"Tv ya udh sampai sejak lama tp baru  bisa kasi ulasan hari ini. Udh sampai dengan selamat tv ya dan emng bagus bngt panasonic ini. Tp di rmh saya tv ya bures, bisa kasi saran kenapa tv ya bersemut gitu? Salah beli antena atau gimana ya kak.",positif,televisi kasih ulas selamat televisi bagus banget panasonic rumah televisi bures kasih saran televisi semut salah beli antena kak
lumayan...dapet flash sale harga murah fitur melimpah..tinggal nyari langganan internetnya. yg penting sdh ada siaran digitalnya DBV T2...,positif,lumayandapet flash sale harga murah fitur melimpahtinggal cari langgan internetnya siar digital dbv t2
"barang bagus ,,packing juga rapih,bisa d gunakan pokok nya OK .makasuh Lazada",positif,barang bagus packing rapihbisa pokok nya oke makasuh lazada
"barang sesuai deskripi, ori, lengkap, delay sedikit di pengiriman, overall OK, tq lazada.",positif,barang sesuai deskripi orisinal lengkap delay kirim overall oke terima kasih lazada
mantappu jiwa😀,positif,mantappu jiwa
bagus dan sesuai pesanan,positif,bagus sesuai pesan
Packing mantab gambar jernih puas belinya,positif,packing mantap gambar jernih puas beli
"ga nyesel, keren kok, harganya murah  ga usah ragu-ragu",positif,sesal keren harga murah raguragu
"sesuai deskripsi, pas harga.lagi dibawah yg sekarang.  1 hari sampe, isi : tas rog, gantungan kunci sesuai standard. bagus",positif,sesuai deskripsi pas hargalagi 1 isi tas rog gantung kunci sesuai standard bagus
Bagus sekali,positif,bagus
"produknya oke, barang dalam kondisi mulus. Namun penggunaan yg sifatnya online / pakai sambungan internet agak berat. Penggunaan offline (office,) masih oke.",positif,produk oke barang kondisi mulus sifat online pakai sambung internet berat offline office oke
"pesanan sudah datang tepat waktu, pakingnya bagus dan rapih yang bikin senang TV nya bagus dan langsung bisa dipakai cuma nga bisa miroring nanyain pasword mulu. bisa diberi tau pasword buat miroring hp ke tv. terima kasih lazada",positif,pesan paking bagus rapi bikin senang televisi nya bagus langsung pakai miroring pasword mulu tau pasword miroring handphone televisi terima kasih lazada
makasi barangnya sampe pakkingnya gokil,positif,terima kasih barang pakkingnya gila
"barang oke, lengkap smua., cm instalasinya aja hrs googling sana sini.  sempat mikir brg rusak, ternyata bisa digunakan.",positif,barang oke lengkap instalasi googling pikir barang rusak nyata
harga jauh lebih murah dari pada di market besar. top lahhh. sesuai harapan.,positif,harga murah market top sesuai harap
i very like it.😍,positif,i like it
barang di bungkus rapi,positif,barang bungkus rapi
"Alhamdulillah barang sudah nyampai dengan selamat, packingnya bagus, barang original sesuai gambar..  terimakasih lazada.",positif,alhamdulillah barang nyampai selamat packingnya bagus barang original sesuai gambar terima kasih lazada
cepat sampe mantaapp,positif,cepat mantap
"pengiriman cepat. kualitas bagus, gambar jernih. bisa konek dgn lap top dgn kabel HDMI. pengiriman cepat...puas... kapan ada flash sale, mau beli lagi...",positif,kirim cepat kualitas bagus gambar jernih konek lap top kabel hdmi kirim cepatpuas flash sale beli
"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085281266768..Langsung Dari Reseller Toko..Terimah Kasih.",positif,minat orderpesan barang sila add whatsappwa 085281266768langsung reseller tokoterimah kasih
barang bgs tp syng ninja ekspress pengirimannya sangat memgecewakan,positif,barang bagus sayang ninja ekspress kirim memgecewakan
"Barang bagus, alhamdulillah barang diterima dalam keadaan aman, meskipun packing tidak pake kayu hanya bublble sj tp, semua lancar dan aman.. Kurir jg ramah meskipun pengiriman agak lama..  Terima kasih lazada..",positif,barang bagus alhamdulillah barang terima aman packing pakai kayu bublble lancar aman kurir ramah kirim terima kasih lazada
"Mi TV 32 in, mendarat tanpa packing kayu,tapu dibungkus buble wrap, untung tdk knapa"",, expedisi NinjaVan, barang bergaransi resmi, pesan tgl14Mei sampai tgl16Mei, trimakasih  Lazada,",positif,mi televisi 32 in darat packing kayutapu bungkus buble wrap untung expedisi ninjavan barang garansi resmi pesan tgl14mei tgl16mei terima kasih lazada
"Dapat harga 2,4 jt kirim ke Jakarta Selatan tanpa packing kayu , Alhamdulillah barang sampai tujuan dengan kondisi mulus ,ninja kurir pengantaran lebih cepat dan ramah. LED COOCAA 40 inch hanya dengan 2 baut untuk pemasangan bracket itu bener bener saya masih kurang pede buat pasang di dinding,tapi kalau di lihat dari bobot nya setelah saya angkat ini tv bener bener ringan banget. hasil warna pada layar itu bener bener sesuai dengan harga nya,kalau di banding TV brand Korea lumayan jauh,tapi semangat nya bisa punya LED 40 inch untuk layar monitor CCTV cukup sangat lumayan,tinggal tambahain STB 4K Indihome langsung jadi smart TV untuk sound sistem bawaan lumayan stereo ,untuk urusan power bener bener di 70 Watt,lebih irit dari TV LCD saya sebelumnya,dan buku petunjuk serta kartu garansi sekalipun hanya selembar semua nya komplit ada",positif,harga 24 juta kirim jakarta selatan packing kayu alhamdulillah barang tuju kondisi mulus ninja kurir cepat ramah led coocaa 40 inch 2 baut pasang bracket percaya pasang dindingtapi lihat bobot nya angkat televisi ringan banget hasil warna layar sesuai harga nyakalau banding televisi merek korea lumayan jauhtapi semangat nya led 40 inch layar monitor cctv lumayantinggal tambahain set top box 4k indihome langsung pintar televisi sound sistem bawa lumayan stereo urus power 70 wattlebih irit televisi lcd sebelumnyadan buku kartu garansi lembar nya komplit
"""...bagi rekan-rekan, saran saya baca dengan teliti kalau anda akan membeli sesuatu, tadi saya keliru, flashdisk yang dicari 64GB, tapi karena keliru ""lihat&baca"" yang saya beli jadi  64MB...""",positif,rekanrekan saran baca teliti beli keliru flashdisk cari 64gb keliru lihatbaca beli 64mb
Sangat puasa,positif,puasa
ok thank,positif,oke terima kasih
"mantap Bang, hanya kalau boleh saran Kurirnya jgan PT.Pxx donk. hhe. agak lama pengirimannya. secara keseluruhan Oke banget.  thanks Lazadan dan Seller",positif,mantap bang saran kurir ptpxx hhe kirim oke banget terima kasih lazadan seller
"pengiriman cepat, kurir ramah (padahal b aja) barang mulus (iyalah 4.8jt)tapi tak semulus paha lucinta luna. gratis tas padahal kalo ditambah mouse mau kali customer namanya juga gretongan cuma sayang gdpt CD DRIVER padahal item itu penting bgt. tapi overall OK lah. yg terakhir tetap jaga AMANAH DARI CUSTOMER YA SEE YOU NEXT ORDER",positif,kirim cepat kurir ramah b barang mulus iya 48jttapi mulus paha lucinta luna gratis tas tikus kali customer nama gretongan sayang gdpt cd driver hitam banget overall oke jaga amanah customer see next order
"Pengiriman cepat, sesuai dengan yang di inginkan, semoga awet",positif,kirim cepat sesuai moga awet
rapi banget packingnya...,positif,rapi banget packingnya
Sesuai spesifikasi,positif,sesuai spesifikasi
coocaa best product,positif,coocaa best produk
tercantum pembelian tv tcl 32inc dpt free gift bracket tv 32inc tp setelah produk sampai tdk ad bracket nya..tolong di evaluasi dlm penjualan seandainya memang tdk dpt tdk perlu ad tulisan di gambar atau tulisan produk free bracket nya..terimakasih,positif,cantum beli televisi tcl 32inc free gift bracket televisi 32inc produk bracket nyatolong evaluasi jual tulis gambar tulis produk free bracket nyaterimakasih
"bagus,kurirnya ramah cpt pula pengorimannya",positif,baguskurirnya ramah cepat pengorimannya
terima kasih barang sudah diterima. sesuai  discription,positif,terima kasih barang terima sesuai discription
"pengiriman cepat tpi g tau brangnya,,,soale g dipake sndri",positif,kirim cepat tau brangnyasoale pakai
keren habis barang,positif,keren habis barang
"merk baru tapi punya kualitas material body yg bisa dibilang bagus, kalau diliat dari segi harga+fitur/spesifikasi. selama dipake lebih dari sebulan ""no komplain""",positif,merek kualitas material body bilang bagus lihat segi hargafiturspesifikasi pakai no komplain
"Alhamdulillah barang di terima dgn baik, packing oke & semoga awet",positif,alhamdulillah barang terima packing oke moga awet
"rapih, cepat, belum dicoba",positif,rapi cepat coba
TV nya sudah sampai mantul,positif,televisi nya mantap
Pesen jum'at mlm. Sabtu siang sudah sampe... Good lazada,positif,pesan jumat malam sabtu siang good lazada
sesuai... no tipu2,positif,sesuai no tipu tipu
barang sesuai meski agak lama :) 5hari..tapi overall smuanya bagus..,positif,barang sesuai 5haritapi overall bagus
"Barangnya bagus, saya sampe beli 3x. Cuma harganya jangan naik trus donk. Pertama beli 39.900, lalu naik 53.000, sekarang uda 60.000. Cepat banget naiknya",positif,barang bagus beli kali harga beli 39900 530 600 cepat banget
"mantul pengiran ny cepat,mksh lazada dan JNE.....",positif,mantap kir nya cepatmksh lazada jne
pengiriman cepat seller dan kurirnya ramah mantaps tapi di dalam dus ga ada kartu garansinya tapi mudah mudahan awet rekomen deh seller dan lazada ❤❤❤,positif,kirim cepat seller kurir ramah mantaps dus kartu garansi mudah mudah awet rekomen deh seller lazada
"datang dengan pengawalan abang kurir,tanpa ada lecet sedikitpun,pengiriman juga jauh lebih cepat dari pd flash sale hp.thanks to alloh swt, lazada,seller,abang ninja dan yang tidak dapat saya sebutkan satu persatu 😁,min ditunggu bonusnya.",positif,abang kurirtanpa lecet sedikitpunpengiriman cepat flash sale hpthanks to allah subhanahu wa taala lazadasellerabang ninja min tunggu bonus
"bagus, sesuai kapasitas dan merk wd",positif,bagus sesuai kapasitas merek wd
mantap packing rapi barang ori.bagus kurir ramah pengiriman cepat..sukses trs lazada...,positif,mantap packing rapi barang oribagus kurir ramah kirim cepatsukses lazada
Kereeeeen.. cuma sehari sudah nyampe di makassar,positif,keren makassar
"top tvnya full hd lagi dan mumer, thank Lazada",positif,top televisi full high definition mumer terima kasih lazada
Barang Mantap...spek sesuai dengan deskripsi...top...,positif,barang mantapspek sesuai deskripsitop
mantap cepat sekali ninja,positif,mantap cepat ninja
Mantap barangx. Bagus  tiba sesuai jadwal,positif,mantap barangx bagus sesuai jadwal
baru 10 bulan layarnya dah bergaris,negatif,10 layar gar
"Mau tanya ini cicilnya pake apa ya,cc bkn?",negatif,cicil pakai yacc
Pengirim barang tidak sesuai janji. Katanya express 1 hari. Dari hari jumat barang sampai hari rabu. SeMoga barangnya awet saja.,negatif,kirim barang sesuai janji express 1 jumat barang rabu moga barang awet
